date,store_id,product_category,units_sold,revenue,promotion_active
2025-07-09,STR_007,Clothing,32,1551.37,0
2025-10-18,STR_017,Home,68,5283.68,0
2025-02-20,STR_006,Food,66,594.16,0
2025-05-07,STR_007,Clothing,53,2262.91,0
2025-05-14,STR_008,Toys,78,2085.2,0
2025-06-12,STR_006,Toys,59,1407.43,0
2025-02-20,STR_003,Toys,89,2137.09,0
2025-08-30,STR_005,Food,34,291.41,0
2025-01-01,STR_004,Food,31,287.51,0
2025-01-02,STR_009,Electronics,40,5517.82,0
2025-03-01,STR_012,Toys,15,394.72,0
2025-08-08,STR_016,Toys,60,1394.45,0
2025-11-19,STR_012,Clothing,77,3443.72,0
2025-10-15,STR_010,Home,89,7159.09,0
2025-07-01,STR_003,Toys,20,540.05,0
2025-10-07,STR_018,Clothing,170,7779.61,1
2025-08-21,STR_014,Food,61,476.07,0
2025-05-18,STR_010,Electronics,88,12329.03,0
2025-08-22,STR_016,Home,94,7828.35,0
2025-11-09,STR_006,Clothing,22,921.71,0
2025-05-03,STR_008,Home,188,13897.03,1
2025-10-11,STR_001,Clothing,73,3472.74,0
2025-12-29,STR_010,Electronics,45,6385.28,0
2025-02-16,STR_009,Clothing,81,3581.24,0
2025-05-14,STR_003,Clothing,81,3713.99,0
2025-05-09,STR_004,Toys,67,1736.02,0
2025-10-27,STR_018,Clothing,35,1559.31,0
2025-06-27,STR_017,Clothing,32,1368.89,0
2025-07-19,STR_019,Food,154,1181.94,1
2025-06-20,STR_018,Home,90,7420.5,0
2025-07-20,STR_009,Home,22,1614.73,0
2025-09-03,STR_002,Toys,19,431.28,0
2025-03-20,STR_006,Food,77,652.52,0
2025-04-07,STR_009,Toys,79,1863.14,0
2025-03-22,STR_001,Clothing,52,2431.23,1
2025-12-13,STR_014,Clothing,50,2265.76,0
2025-09-11,STR_007,Clothing,13,616.08,0
2025-05-06,STR_003,Toys,37,934.98,0
2025-09-27,STR_019,Clothing,100,4309.54,0
2025-08-23,STR_011,Clothing,60,2585.68,0
2025-05-19,STR_004,Home,36,3003.57,1
2025-01-06,STR_005,Food,18,142.17,0
2025-12-15,STR_008,Home,88,7030.3,0
2025-11-16,STR_012,Electronics,47,7403.37,0
2025-12-13,STR_018,Clothing,79,3901.08,0
2025-12-08,STR_012,Food,98,828.66,0
2025-06-29,STR_018,Electronics,86,13076.14,0
2025-02-04,STR_018,Food,26,216.52,1
2025-06-26,STR_013,Home,41,3434.62,0
2025-12-05,STR_003,Clothing,66,3020.58,0
2025-09-07,STR_017,Toys,20,486.06,1
2025-11-13,STR_012,Clothing,24,1024.54,0
2025-07-29,STR_004,Electronics,97,13839.3,0
2025-06-13,STR_015,Home,25,2019.76,0
2025-03-20,STR_007,Electronics,188,25719.73,1
2025-05-10,STR_003,Home,34,2773.79,0
2025-01-28,STR_020,Home,34,2627.72,1
2025-03-30,STR_015,Electronics,78,12701.76,0
2025-12-11,STR_006,Toys,20,460.5,0
2025-07-23,STR_014,Toys,38,1021.89,1
2025-11-07,STR_014,Electronics,36,5291.35,0
2025-01-13,STR_005,Electronics,44,6790.87,0
2025-08-02,STR_011,Home,12,1053.05,0
2025-04-01,STR_011,Home,97,8025.29,0
2025-06-09,STR_006,Food,36,299.21,0
2025-03-09,STR_017,Clothing,73,3163.05,0
2025-06-21,STR_016,Clothing,188,8999.81,1
2025-09-22,STR_017,Food,96,773.83,1
2025-10-16,STR_006,Toys,46,1248.43,0
2025-03-09,STR_019,Food,100,784.17,0
2025-06-14,STR_003,Electronics,55,8235.46,0
2025-08-28,STR_014,Electronics,142,22846.87,1
2025-02-12,STR_017,Food,152,1364.35,1
2025-01-17,STR_013,Toys,63,1639.74,0
2025-04-29,STR_019,Home,58,5065.65,0
2025-08-14,STR_011,Clothing,31,1330.72,0
2025-12-06,STR_001,Clothing,38,1706.97,0
2025-03-24,STR_002,Home,120,10374.68,1
2025-09-10,STR_011,Toys,74,1913.82,0
2025-03-30,STR_005,Home,76,6482.65,0
2025-11-11,STR_013,Toys,45,1190.43,0
2025-03-11,STR_018,Electronics,77,12619.05,0
2025-04-25,STR_001,Toys,91,2136.42,0
2025-01-06,STR_015,Home,45,3486.53,0
2025-12-03,STR_004,Clothing,72,3411.85,0
2025-02-03,STR_006,Home,134,11507.02,1
2025-01-12,STR_008,Clothing,57,2378.08,0
2025-07-16,STR_011,Food,84,736.84,0
2025-02-17,STR_002,Clothing,61,3000.41,0
2025-06-09,STR_007,Clothing,10,457.65,0
2025-06-28,STR_020,Clothing,40,1657.38,0
2025-08-14,STR_014,Clothing,35,1714.34,0
2025-02-16,STR_017,Clothing,100,4730.18,0
2025-11-17,STR_014,Food,45,384.06,0
2025-09-28,STR_006,Toys,72,1727.18,0
2025-01-15,STR_009,Home,166,14115.41,1
2025-08-18,STR_004,Toys,25,646.12,0
2025-09-01,STR_004,Electronics,71,9682.07,0
2025-04-08,STR_011,Electronics,77,11449.17,0
2025-06-26,STR_017,Clothing,38,1563.11,0
2025-09-04,STR_011,Electronics,90,14353.75,0
2025-04-20,STR_020,Clothing,24,1025.62,0
2025-05-12,STR_003,Toys,93,2506.54,0
2025-02-15,STR_013,Toys,27,652.9,0
2025-12-01,STR_003,Food,42,353.74,0
2025-10-22,STR_001,Food,89,731.86,0
2025-06-11,STR_014,Clothing,190,8243.3,1
2025-07-10,STR_007,Electronics,33,4751.42,0
2025-09-21,STR_004,Electronics,61,9801.59,0
2025-03-06,STR_001,Food,91,721.83,0
2025-10-08,STR_009,Home,96,7182.24,0
2025-03-06,STR_009,Food,12,107.52,0
2025-11-17,STR_014,Electronics,64,9845.85,1
2025-10-29,STR_018,Electronics,112,18091.87,1
2025-02-03,STR_006,Food,58,455.29,0
2025-06-08,STR_006,Food,130,1146.56,1
2025-12-14,STR_005,Electronics,19,2665.8,0
2025-11-12,STR_011,Electronics,190,29173.33,1
2025-10-08,STR_013,Food,60,488.18,0
2025-10-11,STR_009,Home,168,12304.88,1
2025-10-14,STR_005,Electronics,70,10116.6,0
2025-12-27,STR_005,Home,95,7370.64,0
2025-12-09,STR_009,Toys,48,1170.32,0
2025-09-02,STR_009,Food,56,446.53,0
2025-03-14,STR_020,Home,90,7485.19,1
2025-04-13,STR_010,Toys,54,1395.72,0
2025-04-20,STR_013,Toys,46,1086.33,0
2025-04-21,STR_011,Home,21,1830.96,0
2025-07-31,STR_007,Home,75,5584.06,0
2025-11-12,STR_003,Electronics,40,6365.03,0
2025-08-08,STR_016,Home,96,7741.45,0
2025-04-29,STR_019,Home,154,13107.95,1
2025-12-06,STR_006,Clothing,32,1488.06,0
2025-05-25,STR_018,Toys,120,2740.54,1
2025-03-17,STR_003,Electronics,31,4793.59,0
2025-11-03,STR_008,Food,108,925.1,1
2025-02-06,STR_009,Electronics,70,10329.91,0
2025-06-29,STR_003,Electronics,64,9211.67,0
2025-03-17,STR_009,Toys,27,642.61,0
2025-09-01,STR_010,Toys,34,904.51,0
2025-02-27,STR_008,Home,33,2394.66,0
2025-01-23,STR_020,Electronics,31,4658.17,0
2025-04-30,STR_007,Home,100,8310.48,0
2025-01-25,STR_007,Clothing,138,5644.83,1
2025-04-25,STR_011,Clothing,116,5560.53,1
2025-09-29,STR_011,Clothing,20,958.06,1
2025-02-27,STR_007,Electronics,122,17986.45,1
2025-11-11,STR_005,Food,15,119.94,0
2025-02-08,STR_005,Electronics,95,14565.51,0
2025-06-18,STR_020,Toys,42,966.06,0
2025-09-20,STR_013,Food,59,467.74,0
2025-01-23,STR_001,Toys,46,1169.81,0
2025-01-25,STR_017,Home,70,6070.47,0
2025-05-05,STR_012,Home,56,4925.46,0
2025-10-15,STR_013,Food,79,607.94,0
2025-01-28,STR_019,Home,55,4575.91,0
2025-11-02,STR_014,Home,23,1777.43,0
2025-04-09,STR_001,Clothing,59,2477.42,0
2025-07-31,STR_007,Toys,72,1891.5,1
2025-03-25,STR_020,Toys,20,502.89,1
2025-06-03,STR_002,Home,65,5292.73,0
2025-06-22,STR_016,Toys,52,1300.07,0
2025-11-30,STR_013,Home,61,5010.2,0
2025-03-08,STR_002,Toys,94,2371.27,0
2025-11-30,STR_015,Toys,35,791.17,0
2025-07-10,STR_006,Electronics,110,16337.47,1
2025-05-04,STR_002,Clothing,30,1322.37,1
2025-10-17,STR_013,Food,31,268.03,0
2025-09-02,STR_018,Home,25,1850.48,0
2025-05-16,STR_018,Electronics,89,13972.04,0
2025-12-16,STR_015,Electronics,94,14673.86,0
2025-03-20,STR_003,Electronics,160,25552.8,1
2025-04-03,STR_009,Home,99,8256.38,0
2025-12-14,STR_017,Toys,44,1153.23,0
2025-11-24,STR_001,Food,40,339.37,0
2025-06-03,STR_012,Clothing,32,1509.38,0
2025-10-08,STR_012,Home,50,4359.75,0
2025-11-05,STR_006,Electronics,41,6726.84,0
2025-01-07,STR_008,Home,27,2105.44,0
2025-05-03,STR_009,Toys,92,2482.07,0
2025-08-22,STR_019,Home,56,4829.97,0
2025-03-04,STR_014,Food,22,186.44,1
2025-09-19,STR_012,Food,136,1244.56,1
2025-07-27,STR_016,Food,130,1213.63,1
2025-09-11,STR_019,Clothing,44,1860.98,0
2025-03-05,STR_013,Toys,69,1692.97,0
2025-05-04,STR_008,Home,25,2101.83,0
2025-07-15,STR_010,Toys,51,1151.14,0
2025-02-17,STR_009,Toys,30,817.92,1
2025-08-01,STR_020,Toys,72,1692.6,0
2025-09-13,STR_008,Home,76,6191.75,1
2025-01-03,STR_011,Toys,27,641.69,0
2025-09-24,STR_013,Home,24,1974.44,1
2025-04-11,STR_019,Electronics,90,14702.63,1
2025-05-29,STR_013,Clothing,61,2684.51,0
2025-09-18,STR_017,Clothing,22,915.08,0
2025-05-25,STR_011,Home,76,6064.63,0
2025-03-10,STR_002,Clothing,40,1739.65,0
2025-08-08,STR_019,Electronics,146,19755.44,1
2025-10-02,STR_011,Clothing,29,1219.08,0
2025-03-18,STR_003,Toys,42,1094.56,1
2025-09-27,STR_015,Toys,72,1624.84,0
2025-08-27,STR_010,Home,51,3853.23,0
2025-04-06,STR_018,Electronics,15,2298.58,0
2025-04-30,STR_016,Home,146,10724.31,1
2025-05-25,STR_005,Electronics,56,9024.33,0
2025-06-03,STR_004,Food,22,188.58,1
2025-09-03,STR_017,Home,54,4278.74,0
2025-06-23,STR_017,Home,61,5115.76,0
2025-05-14,STR_011,Food,72,610.85,0
2025-01-04,STR_007,Clothing,10,411.56,0
2025-06-15,STR_007,Food,55,430.21,0
2025-12-27,STR_013,Electronics,71,10687.16,0
2025-01-09,STR_016,Home,146,11408.45,1
2025-03-09,STR_008,Toys,64,1722.51,0
2025-06-01,STR_010,Clothing,69,2969.64,0
2025-12-05,STR_020,Clothing,57,2316.47,0
2025-12-05,STR_019,Electronics,19,2672.84,0
2025-09-11,STR_017,Home,168,14579.78,1
2025-06-27,STR_001,Toys,10,237.37,0
2025-01-10,STR_017,Electronics,178,25933.3,1
2025-06-29,STR_002,Clothing,96,4119.44,0
2025-02-23,STR_010,Electronics,13,2034.95,0
2025-03-13,STR_014,Electronics,98,14681.3,0
2025-08-27,STR_015,Food,18,148.89,0
2025-10-02,STR_017,Food,67,546.64,0
2025-07-28,STR_017,Toys,10,251.78,0
2025-09-11,STR_017,Clothing,60,2541.26,0
2025-03-09,STR_010,Electronics,27,3912.88,0
2025-01-08,STR_018,Electronics,65,9892.82,0
2025-03-05,STR_020,Home,97,7997.18,0
2025-08-08,STR_012,Clothing,60,2866.09,0
2025-07-10,STR_004,Clothing,61,2600.07,0
2025-04-15,STR_007,Clothing,56,2763.43,0
2025-08-05,STR_009,Toys,66,1543.92,0
2025-11-03,STR_008,Food,43,393.76,0
2025-01-20,STR_010,Electronics,50,8017.45,0
2025-09-14,STR_005,Toys,79,1819.79,0
2025-08-16,STR_016,Home,25,1978.25,0
2025-01-18,STR_010,Clothing,84,3438.25,0
2025-02-22,STR_016,Toys,148,3872.03,1
2025-01-01,STR_008,Food,65,605.47,0
2025-02-13,STR_004,Electronics,142,23398.33,1
2025-03-31,STR_011,Toys,53,1448.66,0
2025-03-25,STR_012,Home,148,11402.65,1
2025-07-24,STR_020,Clothing,16,732.44,0
2025-07-25,STR_003,Clothing,16,729.13,0
2025-02-06,STR_006,Home,33,2634.04,0
2025-02-27,STR_020,Toys,88,1991.01,1
2025-06-29,STR_016,Home,91,6716.57,0
2025-12-25,STR_015,Food,89,786.17,0
2025-02-10,STR_012,Toys,45,1070.61,0
2025-04-15,STR_009,Food,72,558.79,0
2025-01-13,STR_002,Home,98,7210.62,0
2025-12-13,STR_011,Electronics,192,30070.8,1
2025-01-14,STR_006,Toys,65,1477.81,0
2025-09-12,STR_009,Toys,52,1371.57,0
2025-01-15,STR_002,Electronics,81,10943.55,0
2025-09-26,STR_016,Home,100,7483.05,0
2025-09-07,STR_015,Food,59,525.15,0
2025-01-04,STR_014,Food,91,769.27,0
2025-07-17,STR_008,Electronics,40,5927.53,0
2025-03-17,STR_013,Clothing,96,4452.64,0
2025-12-29,STR_015,Toys,70,1625.82,0
2025-07-03,STR_004,Electronics,19,3030.38,0
2025-06-19,STR_001,Electronics,76,11487.78,0
2025-05-01,STR_015,Electronics,99,15242.5,0
2025-04-13,STR_002,Food,88,688.29,0
2025-05-03,STR_001,Home,56,4908.33,0
2025-04-20,STR_001,Clothing,24,1083.89,0
2025-01-28,STR_009,Home,12,985.03,0
2025-05-16,STR_011,Home,16,1319.31,0
2025-12-16,STR_013,Food,12,97.09,0
2025-01-18,STR_002,Home,124,9907.6,1
2025-04-30,STR_016,Home,17,1357.26,0
2025-04-06,STR_014,Electronics,86,12844.39,0
2025-07-02,STR_005,Toys,10,226.39,0
2025-01-12,STR_006,Electronics,112,15973.4,1
2025-05-10,STR_011,Food,116,1065.16,1
2025-11-24,STR_012,Electronics,73,10087.42,0
2025-04-03,STR_004,Electronics,62,10155.52,0
2025-07-09,STR_006,Home,14,1163.57,0
2025-07-16,STR_017,Toys,53,1344.46,0
2025-02-12,STR_012,Electronics,41,5998.41,0
2025-09-28,STR_012,Food,47,435.21,0
2025-07-21,STR_010,Home,65,5319.88,0
2025-02-20,STR_020,Clothing,90,4118.54,0
2025-11-02,STR_013,Clothing,12,493.15,0
2025-02-09,STR_003,Toys,70,1637.08,0
2025-12-15,STR_018,Toys,83,2056.35,0
2025-03-17,STR_004,Clothing,93,4413.03,0
2025-04-26,STR_007,Electronics,56,9108.8,0
2025-11-24,STR_006,Toys,41,1001.0,0
2025-09-09,STR_020,Clothing,100,4328.94,0
2025-10-03,STR_016,Clothing,15,636.69,0
2025-02-04,STR_001,Electronics,45,6972.57,0
2025-01-31,STR_015,Home,90,6766.59,0
2025-04-06,STR_011,Toys,35,832.29,0
2025-03-07,STR_004,Electronics,100,14619.53,0
2025-04-04,STR_015,Food,20,167.3,0
2025-02-05,STR_012,Clothing,73,3116.74,0
2025-02-02,STR_016,Home,30,2538.44,0
2025-12-02,STR_016,Home,68,5776.82,0
2025-01-21,STR_009,Toys,48,1133.54,0
2025-03-07,STR_003,Home,82,6774.29,1
2025-04-22,STR_010,Home,15,1295.26,0
2025-07-13,STR_017,Food,86,776.53,0
2025-01-05,STR_020,Electronics,18,2853.69,0
2025-04-28,STR_017,Clothing,32,1407.5,0
2025-12-05,STR_017,Electronics,66,10088.52,0
2025-04-23,STR_019,Clothing,51,2336.03,0
2025-07-26,STR_004,Food,73,661.49,0
2025-03-15,STR_002,Food,48,438.75,0
2025-02-28,STR_008,Electronics,10,1390.79,0
2025-02-01,STR_005,Food,58,456.55,0
2025-01-26,STR_011,Food,44,345.27,0
2025-09-08,STR_012,Clothing,16,727.21,0
2025-06-14,STR_006,Food,41,366.33,0
2025-08-31,STR_006,Home,73,6342.58,0
2025-05-05,STR_018,Food,18,151.72,0
2025-01-15,STR_019,Clothing,66,3170.26,0
2025-08-30,STR_004,Food,68,630.03,0
2025-08-13,STR_010,Clothing,61,2936.92,0
2025-02-06,STR_007,Home,86,7450.62,1
2025-08-06,STR_002,Food,78,680.3,0
2025-01-21,STR_010,Electronics,31,4406.97,0
2025-05-30,STR_001,Toys,31,755.49,0
2025-05-22,STR_001,Home,65,5590.16,0
2025-12-15,STR_005,Home,42,3133.37,0
2025-12-07,STR_020,Toys,30,711.27,0
2025-08-28,STR_010,Food,78,631.55,0
2025-10-22,STR_015,Electronics,20,2857.46,0
2025-04-15,STR_003,Food,80,629.77,0
2025-10-13,STR_003,Clothing,53,2374.21,0
2025-05-20,STR_002,Home,54,4162.07,0
2025-07-21,STR_001,Clothing,100,4315.94,0
2025-04-30,STR_001,Home,14,1057.28,0
2025-02-20,STR_011,Toys,80,1986.92,0
2025-10-26,STR_007,Clothing,88,3984.9,1
2025-09-24,STR_014,Clothing,81,3668.82,0
2025-02-13,STR_014,Clothing,178,7647.87,1
2025-02-16,STR_017,Electronics,18,2602.86,0
2025-08-24,STR_008,Electronics,64,8664.96,0
2025-05-13,STR_018,Toys,86,2303.81,0
2025-04-22,STR_019,Clothing,32,1498.29,0
2025-03-12,STR_019,Clothing,150,6219.32,1
2025-11-18,STR_015,Toys,21,524.71,0
2025-04-09,STR_010,Food,59,539.67,0
2025-02-10,STR_001,Clothing,69,3323.54,0
2025-09-12,STR_010,Food,39,310.24,0
2025-10-08,STR_010,Home,94,8139.24,1
2025-10-18,STR_003,Toys,96,2195.47,1
2025-01-03,STR_013,Home,68,5769.14,0
2025-03-08,STR_006,Electronics,48,7851.63,0
2025-08-28,STR_010,Electronics,62,10117.89,0
2025-03-26,STR_007,Food,66,575.11,1
2025-02-17,STR_007,Clothing,76,3452.68,0
2025-09-07,STR_015,Electronics,89,13454.8,0
2025-08-26,STR_007,Home,180,15030.21,1
2025-07-01,STR_015,Home,79,6448.15,0
2025-05-20,STR_004,Food,64,526.51,0
2025-10-21,STR_017,Electronics,87,12434.48,0
2025-08-09,STR_016,Toys,87,2080.71,0
2025-08-05,STR_003,Food,76,693.96,0
2025-09-13,STR_016,Toys,110,2670.82,1
2025-12-20,STR_019,Electronics,35,5599.53,0
2025-06-01,STR_016,Electronics,13,1813.36,0
2025-09-18,STR_009,Home,22,1895.68,0
2025-05-17,STR_003,Home,70,5224.01,1
2025-07-24,STR_009,Food,96,740.32,1
2025-05-25,STR_009,Electronics,21,2925.83,0
2025-05-01,STR_016,Toys,48,1253.13,0
2025-06-03,STR_009,Electronics,46,7384.67,0
2025-12-03,STR_010,Home,36,3060.95,0
2025-12-05,STR_002,Home,45,3530.23,0
2025-07-04,STR_015,Clothing,71,3506.29,0
2025-09-05,STR_001,Clothing,38,1600.21,0
2025-10-16,STR_002,Food,79,728.83,0
2025-08-31,STR_007,Clothing,32,1550.02,0
2025-03-19,STR_011,Clothing,29,1339.0,0
2025-09-18,STR_012,Toys,38,905.71,0
2025-10-28,STR_014,Food,29,242.53,0
2025-03-23,STR_003,Home,92,7984.28,0
2025-11-22,STR_004,Clothing,55,2692.34,0
2025-05-27,STR_016,Food,56,455.73,0
2025-10-15,STR_004,Electronics,194,30256.1,1
2025-06-25,STR_015,Home,80,6823.82,1
2025-08-05,STR_012,Food,84,771.03,0
2025-05-07,STR_003,Toys,92,2436.47,0
2025-12-26,STR_016,Toys,100,2526.72,0
2025-03-28,STR_006,Home,93,8093.82,0
2025-06-05,STR_003,Home,14,1044.17,0
2025-08-02,STR_001,Toys,13,354.68,0
2025-08-13,STR_008,Electronics,72,11744.82,0
2025-06-12,STR_016,Clothing,94,4432.91,1
2025-11-26,STR_008,Home,33,2829.18,0
2025-11-09,STR_009,Home,86,6922.76,1
2025-02-23,STR_010,Electronics,87,12446.09,0
2025-06-01,STR_013,Food,73,639.79,0
2025-05-05,STR_016,Home,18,1299.39,0
2025-01-15,STR_010,Home,104,7735.32,1
2025-05-20,STR_020,Clothing,168,8009.03,1
2025-06-24,STR_009,Toys,24,571.67,0
2025-03-28,STR_018,Clothing,182,8213.22,1
2025-12-29,STR_003,Clothing,72,3502.76,0
2025-08-30,STR_006,Food,64,516.79,0
2025-11-21,STR_002,Electronics,91,13938.04,0
2025-01-29,STR_006,Electronics,76,10481.43,0
2025-04-22,STR_005,Clothing,97,4666.67,0
2025-05-23,STR_009,Clothing,38,1545.22,1
2025-03-30,STR_004,Clothing,57,2817.53,0
2025-10-07,STR_020,Toys,22,525.13,0
2025-05-15,STR_020,Electronics,29,4223.22,0
2025-09-27,STR_009,Toys,87,2297.49,0
2025-07-12,STR_019,Toys,13,337.21,0
2025-07-02,STR_010,Food,64,537.25,0
2025-07-16,STR_005,Food,178,1644.68,1
2025-01-10,STR_007,Toys,116,2764.64,1
2025-01-09,STR_013,Food,91,803.69,0
2025-01-06,STR_011,Clothing,29,1259.18,0
2025-03-11,STR_013,Food,64,566.13,0
2025-11-09,STR_018,Clothing,24,1130.98,0
2025-01-09,STR_007,Electronics,75,12196.84,0
2025-08-07,STR_013,Food,12,98.32,0
2025-07-29,STR_015,Food,72,575.57,0
2025-07-13,STR_009,Electronics,69,10712.27,0
2025-03-31,STR_017,Electronics,13,2091.67,0
2025-10-27,STR_006,Food,28,257.47,0
2025-05-17,STR_008,Clothing,29,1319.5,0
2025-09-16,STR_004,Clothing,60,2880.69,0
2025-01-01,STR_005,Food,90,820.86,0
2025-07-13,STR_015,Food,156,1382.86,1
2025-01-31,STR_014,Electronics,72,11270.01,1
2025-05-13,STR_015,Clothing,67,2977.79,0
2025-01-03,STR_017,Toys,88,2322.97,0
2025-01-18,STR_013,Electronics,75,11505.3,0
2025-06-03,STR_015,Food,66,559.82,1
2025-04-13,STR_011,Toys,51,1384.33,0
2025-10-01,STR_011,Electronics,76,10282.24,0
2025-08-01,STR_020,Food,81,625.07,0
2025-06-27,STR_006,Toys,31,797.28,0
2025-07-24,STR_007,Electronics,78,12440.85,0
2025-03-14,STR_001,Home,180,14244.23,1
2025-05-18,STR_016,Home,28,2162.02,0
2025-07-17,STR_016,Clothing,82,3670.44,0
2025-06-04,STR_016,Food,51,446.14,0
2025-02-06,STR_015,Toys,29,758.86,0
2025-06-16,STR_005,Home,31,2520.24,0
2025-03-28,STR_016,Toys,42,1143.92,0
2025-12-26,STR_010,Food,94,778.74,0
2025-01-19,STR_015,Toys,20,538.01,0
2025-11-06,STR_010,Electronics,27,3824.41,0
2025-05-26,STR_016,Food,10,81.79,0
2025-10-02,STR_005,Electronics,100,16406.8,0
2025-12-26,STR_020,Home,38,3244.61,0
2025-08-23,STR_020,Home,44,3270.29,0
2025-10-09,STR_002,Toys,126,3287.25,1
2025-11-30,STR_001,Clothing,23,1034.33,0
2025-01-14,STR_008,Toys,47,1070.16,0
2025-08-08,STR_018,Clothing,11,510.98,0
2025-08-14,STR_017,Toys,74,1900.82,1
2025-03-27,STR_002,Food,37,338.74,0
2025-03-12,STR_005,Home,53,4216.33,0
2025-08-17,STR_013,Clothing,36,1629.34,0
2025-04-30,STR_010,Home,11,938.02,0
2025-05-23,STR_020,Toys,40,920.05,0
2025-03-29,STR_014,Home,68,5346.71,0
2025-10-02,STR_017,Food,14,108.61,0
2025-02-12,STR_013,Electronics,24,3890.71,0
2025-11-10,STR_009,Food,32,291.68,1
2025-12-07,STR_004,Food,42,388.89,0
2025-01-13,STR_010,Electronics,38,5270.22,0
2025-03-26,STR_008,Food,19,147.52,0
2025-09-13,STR_001,Electronics,92,14910.27,1
2025-12-02,STR_014,Food,31,251.68,0
2025-04-11,STR_003,Toys,31,734.53,0
2025-04-03,STR_005,Electronics,44,6330.47,0
2025-02-02,STR_014,Electronics,80,11495.1,1
2025-11-01,STR_019,Food,38,336.46,0
2025-10-24,STR_011,Food,85,706.48,0
2025-01-06,STR_004,Toys,96,2623.72,0
2025-12-29,STR_006,Clothing,97,4056.93,0
2025-08-20,STR_014,Clothing,76,3368.16,0
2025-01-24,STR_012,Toys,91,2248.41,0
2025-12-15,STR_014,Food,76,586.86,1
2025-07-07,STR_007,Clothing,39,1825.79,0
2025-04-13,STR_020,Clothing,58,2723.55,1
2025-06-02,STR_007,Toys,60,1589.22,0
2025-07-04,STR_008,Toys,21,516.6,0
2025-09-26,STR_002,Clothing,19,812.24,0
2025-02-18,STR_013,Home,48,3581.94,0
2025-04-03,STR_011,Food,116,971.22,1
2025-10-30,STR_002,Toys,68,1703.45,0
2025-01-31,STR_002,Clothing,24,1152.59,0
2025-09-03,STR_007,Food,17,130.36,0
2025-03-25,STR_013,Clothing,152,6953.24,1
2025-03-23,STR_014,Clothing,74,3615.68,0
2025-03-22,STR_010,Toys,85,2322.59,0
2025-10-18,STR_013,Toys,86,2126.98,0
2025-04-24,STR_003,Toys,81,2105.38,0
2025-11-10,STR_001,Clothing,152,7342.48,1
2025-05-15,STR_016,Food,54,465.88,0
2025-10-12,STR_010,Toys,60,1367.12,0
2025-05-04,STR_008,Electronics,37,5698.1,0
2025-05-08,STR_012,Clothing,82,4058.74,0
2025-08-05,STR_014,Electronics,96,14903.8,0
2025-11-27,STR_019,Food,94,856.53,0
2025-06-30,STR_010,Home,73,5603.98,0
2025-01-19,STR_019,Electronics,44,6940.81,0
2025-04-30,STR_008,Food,61,506.98,0
2025-10-28,STR_003,Food,59,481.47,0
2025-01-19,STR_016,Home,45,3410.35,0
2025-07-19,STR_001,Food,78,603.04,1
2025-11-21,STR_012,Home,23,1756.74,0
2025-01-31,STR_006,Clothing,32,1302.42,0
2025-02-22,STR_004,Clothing,95,4449.45,0
2025-04-20,STR_015,Electronics,28,4160.25,1
2025-12-08,STR_003,Clothing,58,2767.91,1
2025-03-01,STR_005,Home,142,10380.18,1
2025-05-24,STR_004,Food,56,458.41,1
2025-03-10,STR_009,Electronics,60,9614.25,0
2025-05-19,STR_008,Toys,31,796.58,0
2025-10-07,STR_011,Clothing,28,1297.84,0
2025-08-02,STR_017,Clothing,174,8235.85,1
2025-03-23,STR_016,Toys,35,844.85,0
2025-10-24,STR_009,Electronics,186,26717.36,1
2025-05-15,STR_007,Electronics,21,3461.32,0
2025-12-05,STR_015,Home,16,1317.0,0
2025-06-26,STR_010,Home,17,1381.18,0
2025-07-05,STR_018,Electronics,170,27440.37,1
2025-04-01,STR_020,Toys,70,1596.15,1
2025-12-01,STR_001,Toys,152,4059.33,1
2025-10-19,STR_020,Toys,59,1442.61,0
2025-11-20,STR_016,Electronics,92,14686.94,0
2025-12-30,STR_001,Electronics,92,13777.64,1
2025-11-24,STR_018,Home,182,15742.5,1
2025-10-19,STR_011,Home,49,3958.47,0
2025-09-09,STR_006,Food,80,638.76,0
2025-09-09,STR_005,Electronics,34,4985.48,1
2025-05-28,STR_007,Toys,98,2460.23,0
2025-08-02,STR_003,Food,43,365.48,0
2025-01-29,STR_015,Food,89,704.88,0
2025-09-18,STR_009,Food,30,257.56,0
2025-02-16,STR_008,Electronics,91,12641.93,0
2025-05-03,STR_015,Electronics,45,6692.5,0
2025-11-07,STR_005,Clothing,75,3243.52,0
2025-03-10,STR_003,Electronics,66,10559.89,1
2025-07-22,STR_012,Food,54,475.35,0
2025-01-30,STR_009,Food,100,837.96,0
2025-12-02,STR_014,Clothing,99,4291.14,0
2025-02-12,STR_005,Clothing,162,7207.02,1
2025-01-14,STR_020,Electronics,128,17541.3,1
2025-03-06,STR_007,Home,83,6471.01,0
2025-11-05,STR_016,Toys,75,2020.64,0
2025-12-19,STR_009,Toys,65,1744.06,0
2025-05-08,STR_007,Clothing,72,3208.88,0
2025-09-29,STR_014,Clothing,83,3827.86,0
2025-10-22,STR_016,Clothing,30,1294.54,0
2025-10-18,STR_013,Clothing,104,4899.4,1
2025-07-23,STR_015,Toys,16,378.26,0
2025-01-24,STR_016,Clothing,160,6670.92,1
2025-09-10,STR_019,Home,96,7602.99,1
2025-04-09,STR_012,Home,93,8005.22,0
2025-11-28,STR_019,Electronics,18,2821.03,0
